ID,RoyalDutchShell,ExxonMobile
1518,38.939999,75.650002
1519,41.349998,79.120003
1520,39.150002,77.580002
1521,38.490002,76.400002
1522,36.869999,73.18
1523,38.189999,74.099998
1524,40.43,76.57
1525,39.509998,73.980003
1526,41.25,76.699997
1527,41.799999,75.290001
1528,43.330002,76.989998
1529,43.93,77.849998
1530,43.380001,76.290001
1531,41.52,74.589996
1532,43,78.480003
1533,44.549999,79.830002
1534,44.68,80.080002
1535,44.5,81.160004
1536,42.639999,80.080002
1537,42.299999,79.349998
1538,42.48,79.599998
1539,44.080002,81.029999
1540,45.400002,81.220001
1541,46.110001,82
1542,45.759998,82.449997
1543,45.27,82.5
1544,46.209999,82.389999
1545,44.330002,81.230003
1546,44.25,81.519997
1547,45.060001,82.010002
1548,45.529999,81.75
1549,45.48,80.150002
1550,46.439999,81.279999
1551,47.099998,82.699997
1552,47.599998,82.400002
1553,47.990002,82.290001
1554,48.27,84.459999
1555,47.119999,82.629997
1556,48.220001,82.400002
1557,47.330002,82.18
1558,48.290001,82.190002
1559,48.09,82.410004
1560,47.799999,82.82
1561,48.959999,82.870003
1562,50.09,84.099998
1563,49.459999,84.199997
1564,49.049999,83.620003
1565,48.459999,84.120003
1566,47.700001,83.75
1567,48.279999,83.980003
1568,48.139999,84.220001
1569,48.060001,84.529999
1570,49.09,84.519997
1571,48.450001,83.589996
1572,47.650002,82.959999
1573,47.740002,83.160004
1574,46.720001,82.209999
1575,47.669998,83.309998
1576,47.25,82.370003
1577,49.23,83.209999
1578,49.799999,83.32
1579,50.860001,84.349998
1580,51.32,84.830002
1581,51.700001,85.43
1582,51.720001,84.970001
1583,51.900002,85.779999
1584,52.349998,86.209999
1585,52.540001,86.800003
1586,52.630001,86.790001
1587,52.84,87.529999
1588,51.650002,87.330002
1589,52.34,87.629997
1590,53.48,88.459999
1591,53.080002,88.029999
1592,52.889999,88.400002
1593,52.939999,89.129997
1594,51.490002,88.110001
1595,50.220001,87.940002
1596,50.509998,88.040001
1597,50.75,88.510002
1598,49.599998,88.57
1599,50.630001,89.989998
1600,50.599998,88.809998
1601,50.759998,89.669998
1602,49.639999,88.660004
1603,51.009998,89.57
1604,50.830002,89.529999
1605,49.610001,89.349998
1606,49.200001,90.110001
1607,49.220001,89.739998
1608,48.669998,89.599998
1609,49.02,89.669998
1610,50.349998,90.260002
1611,49.849998,89.800003
1612,49.549999,90.010002
1613,48.490002,89.019997
1614,48.880001,89.239998
1615,48.849998,88.529999
1616,49.459999,88.370003
1617,49.759998,89.339996
1618,51.610001,90.709999
1619,52.959999,90.790001
1620,52.32,90.669998
1621,51.310001,89.980003
1622,50.580002,90.589996
1623,49.41,90.43
1624,49.380001,90.160004
1625,50.119999,91.220001
1626,51.66,90.720001
1627,52.619999,91.120003
1628,53.759998,91.529999
1629,53.509998,91.169998
1630,55.169998,91.800003
1631,51.619999,89.389999
1632,50.98,88.860001
1633,52.25,90.910004
1634,54.240002,92.459999
1635,55.220001,93.739998
1636,55.560001,93.839996
1637,54.900002,93.019997
1638,54.830002,94.089996
1639,54.259998,92.959999
1640,54.580002,93.540001
1641,54.880001,93.889999
1642,55.810001,94.949997
1643,55.529999,94.879997
1644,55.470001,94.949997
1645,55.209999,95.120003
1646,55.709999,94.82
1647,55.330002,94.470001
1648,55.16,93.93
1649,55.040001,93.849998
1650,55.110001,94.010002
1651,53.549999,92.199997
1652,54.360001,91.529999
1653,53.950001,90.910004
1654,52.349998,90.199997
1655,51.790001,88.949997
1656,49.580002,85.860001
1657,49.709999,87.040001
1658,49.77,87.489998
1659,50.110001,87.480003
1660,50.16,87.559998
1661,50.349998,88.589996
1662,50.220001,88.699997
1663,48.939999,86.410004
1664,49.950001,86.720001
1665,49.84,87.849998
1666,50.02,87.809998
1667,50.700001,87.919998
1668,50.830002,88.110001
1669,51.360001,88.910004
1670,50.610001,87.800003
1671,50.110001,87.989998
1672,50.060001,87.720001
1673,49.68,88.019997
1674,49.709999,87.459999
1675,49.700001,87.269997
1676,49.759998,87.839996
1677,49.810001,87.519997
1678,48.900002,87.139999
1679,48.630001,86.839996
1680,49.639999,87.419998
1681,50.279999,88.57
1682,50.619999,88.239998
1683,51.150002,89.050003
1684,49.580002,86.839996
1685,49.75,87.290001
1686,48.220001,85.209999
1687,47.740002,84.599998
1688,48.009998,85.080002
1689,47.209999,84.029999
1690,47.419998,83.830002
1691,47.060001,82.540001
1692,48,83.300003
1693,48.470001,83.540001
1694,47.970001,83.449997
1695,47.470001,83.059998
1696,47.099998,83.239998
1697,48.720001,86.900002
1698,49.73,86.459999
1699,50.07,87.279999
1700,50.349998,87.050003
1701,50.68,86.25
1702,51.509998,87
1703,51.139999,87.040001
1704,51.299999,86.739998
1705,52.200001,88.440002
1706,51.220001,87.739998
1707,50.93,87.129997
1708,50.549999,86.559998
1709,50.75,86.540001
1710,50.25,86.540001
1711,50.619999,86.769997
1712,51.02,87.169998
1713,50.990002,87.209999
1714,50.82,86.620003
1715,50.59,86.910004
1716,50.509998,86.720001
1717,50.080002,87.089996
1718,50.52,86.919998
1719,49.869999,84.779999
1720,49.810001,83.32
1721,52.169998,83.650002
1722,51,83.449997
1723,50.889999,83.660004
1724,50.279999,83.57
1725,51.360001,85.449997
1726,50.509998,85.309998
1727,50.880001,86.25
1728,51.150002,87.050003
1729,49.279999,85.669998
1730,48.779999,85.279999
1731,49.900002,86.82
1732,49.27,85.75
1733,49.450001,85.230003
1734,49.220001,85.279999
1735,50.529999,86.489998
1736,50.759998,86.68
1737,50.299999,86.919998
1738,50.18,87.120003
1739,49.200001,86.470001
1740,49.060001,85.900002
1741,51.099998,87.300003
1742,51.779999,87.239998
1743,51.919998,87.040001
1744,52.200001,87.480003
1745,52.369999,87.559998
1746,52.849998,88.07
1747,52.759998,88.32
1748,52.810001,89
1749,53.41,90.980003
1750,54.290001,92.580002
1751,53.310001,90.580002
1752,53.689999,90.889999
1753,54.209999,91.18
1754,54.080002,90.419998
1755,54.16,90.43
1756,54.119999,90.279999
1757,54.189999,90.870003
1758,54.110001,90.709999
1759,54.32,90.75
1760,54.220001,90.300003
1761,54.560001,90.349998
1762,54.380001,90.260002
1763,55.220001,90.889999
1764,55.779999,89.889999
1765,56.27,88.550003
1766,55.790001,88.5
1767,54.599998,87.040001
1768,54.369999,85.93
1769,55.470001,86.809998
1770,55.709999,86.339996
1771,55.48,86.349998
1772,55.540001,87.360001
1773,54.84,86.279999
1774,54.52,84.730003
1775,54.869999,85.889999
1776,54.759998,84.970001
1777,55.360001,85.089996
1778,55.650002,85.339996
1779,55.09,85.599998
1780,54.950001,85.510002
1781,53.709999,84.860001
1782,54.389999,83.889999
1783,54.27,82.940002
1784,54.57,83.449997
1785,54.970001,83.540001
1786,54.290001,83.309998
1787,53.669998,82.769997
1788,53.18,81.480003
1789,53.709999,81.839996
1790,54.189999,82.519997
1791,54.439999,83
1792,54.450001,82.82
1793,53.369999,83.160004
1794,52.959999,82.300003
1795,52.200001,81.760002
1796,52.490002,81.889999
1797,51.98,80.93
1798,52.48,81.779999
1799,51.720001,81.080002
1800,51.880001,81.540001
1801,51.889999,81.32
1802,52.349998,83.019997
1803,52.23,83.300003
1804,52.459999,82.459999
1805,52.689999,82.830002
1806,52.450001,82.519997
1807,51.049999,81.029999
1808,51.34,81.669998
1809,51.740002,81.610001
1810,51.990002,81.419998
1811,50.950001,80.989998
1812,52.080002,82
1813,52.419998,82.07
1814,52.700001,82
1815,52.41,82
1816,52.73,81.830002
1817,52.549999,81.760002
1818,52.459999,81.860001
1819,52.060001,81.230003
1820,52.27,81.25
1821,52.849998,81.839996
1822,53.23,82.019997
1823,53,83.699997
1824,52.73,82.010002
1825,52.360001,82.07
1826,52.849998,82.370003
1827,52.650002,82.529999
1828,53.099998,83.010002
1829,53.27,82.760002
1830,53.419998,83.129997
1831,53.709999,82.839996
1832,53.439999,82.970001
1833,52.41,81.690002
1834,52.939999,81.580002
1835,52.459999,81.050003
1836,51.209999,80.489998
1837,51.310001,81.010002
1838,51.41,80.690002
1839,52.27,81.110001
1840,52.75,81.730003
1841,52.400002,81.400002
1842,52.130001,81.260002
1843,52.189999,81.650002
1844,52,82.059998
1845,51.939999,82.050003
1846,52.279999,82.699997
1847,52.68,81.639999
1848,54.23,82.019997
1849,54.48,82.889999
1850,54.169998,82.309998
1851,54.93,81.910004
1852,54.970001,82.610001
1853,55.310001,82.550003
1854,55.650002,82.800003
1855,56.16,82.550003
1856,55.209999,81.989998
1857,55.049999,81.75
1858,55.490002,81.93
1859,55.27,82.290001
1860,55.16,82.580002
1861,55.029999,82.290001
1862,54.349998,81.75
1863,54.41,81.550003
1864,54.52,81.099998
1865,54.41,80.5
1866,54.450001,80.699997
1867,53.970001,79.5
1868,54.23,80.120003
1869,54.380001,81.209999
1870,53.709999,80.910004
1871,53.450001,80.620003
1872,53.869999,82.129997
1873,54.09,82.93
1874,54.5,82.959999
1875,53.790001,82.07
1876,53.099998,82.260002
1877,54.450001,83.489998
1878,54.130001,82.760002
1879,52.93,82.309998
1880,52.23,81.440002
1881,52.240002,81.080002
1882,52.610001,81.610001
1883,52.459999,81.239998
1884,53.27,81.110001
1885,53.650002,81.529999
1886,53.189999,80.699997
1887,53.189999,80.730003
1888,53.669998,82.099998
1889,52.91,80.849998
1890,53.099998,80.120003
1891,52.939999,80.220001
1892,52.799999,80.160004
1893,53.029999,80.599998
1894,53.48,80.959999
1895,53.48,80.970001
1896,53.75,81.279999
1897,53.630001,80.860001
1898,53.98,80.599998
1899,54.049999,80.849998
1900,54.34,80.860001
1901,54.060001,80.120003
1902,53.91,79.870003
1903,54.369999,80.269997
1904,54.52,80.370003
1905,55.279999,80.830002
1906,55.740002,79.599998
1907,56.529999,80.040001
1908,56.799999,80.169998
1909,57.380001,80.599998
1910,57.040001,80.489998
1911,57.34,80.209999
1912,57.380001,80.160004
1913,57.25,79.959999
1914,56.77,80.209999
1915,56,78.970001
1916,55.639999,78.209999
1917,55.200001,78.230003
1918,55.060001,78.040001
1919,54.75,77.470001
1920,54.5,76.260002
1921,54.650002,76.639999
1922,54.32,76.379997
1923,54.720001,76.739998
1924,55.200001,76.610001
1925,55.099998,76.330002
1926,55.669998,76.720001
1927,55.439999,76.470001
1928,55.439999,76.449997
1929,55.169998,76.099998
1930,55.18,76.330002
1931,55.349998,76.57
1932,55.700001,77.18
1933,56.549999,78.779999
1934,56.939999,79.029999
1935,56.549999,78.82
1936,56.849998,79.25
1937,56.889999,79.5
1938,57.439999,79.769997
1939,57.790001,80.089996
1940,57.619999,80.07
1941,57.459999,80.089996
1942,58.139999,80.220001
1943,58.830002,80.550003
1944,59.009998,79.889999
1945,59.48,79.919998
1946,59.869999,80.980003
1947,60.119999,80.889999
1948,60,81.43
1949,60.369999,82.190002
1950,60.580002,81.980003
1951,60.549999,81.629997
1952,60.900002,81.760002
1953,60.900002,81.790001
1954,61.029999,82.019997
1955,60.150002,81.709999
1956,60.450001,82.029999
1957,61.040001,82.260002
1958,61.23,82.599998
1959,60.73,82.43
1960,60.919998,82.410004
1961,60.869999,82.809998
1962,60.700001,82.959999
1963,60.529999,82.760002
1964,61.029999,82.739998
1965,61.07,83.110001
1966,61.009998,83.239998
1967,61.389999,83.470001
1968,61.049999,83.169998
1969,60.900002,83.470001
1970,61.27,83.709999
1971,62.189999,83.540001
1972,63.029999,83.349998
1973,63.040001,83.870003
1974,64.220001,83.529999
1975,64.099998,83.18
1976,65.519997,83.75
1977,64.540001,83.580002
1978,64.349998,83.470001
1979,64.269997,83.970001
1980,63.900002,82.940002
1981,63.900002,82.889999
1982,63.799999,82.239998
1983,63.16,81.209999
1984,61.560001,80.559998
1985,61.900002,80.239998
1986,61.720001,80.550003
1987,61.48,80.870003
1988,62.150002,81.099998
1989,62.439999,81.419998
1990,61.849998,81.110001
1991,63.93,81.669998
1992,63.689999,82.269997
1993,64.120003,83.290001
1994,64.169998,83.459999
1995,64.150002,83.57
1996,63.990002,82.889999
1997,63.5,82.279999
1998,63.290001,82.550003
1999,63.459999,82.660004
2000,63.939999,83.029999
2001,64.5,82.760002
2002,64.970001,83.120003
2003,64.550003,82.900002
2004,64.699997,83.029999
2005,64.849998,82.940002
2006,64.900002,82.440002
2007,65.099998,82.870003
2008,66.18,83.849998
2009,65.75,83.970001
2010,66.540001,83.980003
2011,66.230003,83.900002
2012,66.5,84.019997
2013,66.709999,83.639999
2014,68.040001,85.029999
2015,68.589996,86.699997
2016,68.889999,86.82
2017,69.040001,86.75
2018,69.059998,87.139999
2019,68.769997,86.769997
2020,69.040001,86.080002
2021,69.839996,86.93
2022,70.879997,87.519997
2023,69.980003,86.970001
2024,70.199997,88
2025,70.040001,87.43
2026,69.830002,87.150002
2027,71.040001,88.25
2028,71.019997,88.300003
2029,71.370003,88.529999
2030,71.330002,88.370003
2031,71.419998,89
2032,70.82,88.010002
2033,70.07,86.779999
2034,70.239998,87.300003
2035,69.470001,89.07
2036,67.300003,84.529999
2037,64.540001,79.720001
2038,65.730003,78.349998
2039,64.660004,76.940002
2040,63.23,76.07
2041,63.029999,75.779999
2042,64.230003,76.419998
2043,64.419998,76.300003
2044,65.550003,76.459999
2045,64.730003,76.209999
2046,63.889999,76.540001
2047,63.299999,75.75
2048,62.389999,74.889999
2049,63.25,75.860001
2050,63.93,77.529999
2051,64.290001,78.839996
2052,63.93,77.5
2053,63.27,75.739998
2054,63.150002,75.199997
2055,63.09,75.550003
2056,63.59,76.269997
2057,64.110001,76.18
2058,63.41,74.260002
2059,63.139999,74.120003
2060,63.25,74.559998
2061,63.169998,75.239998
2062,62.650002,74.529999
2063,62.200001,73.599998
2064,61.889999,74.419998
2065,62.169998,75.120003
2066,61.75,74.150002
2067,62.209999,73.989998
2068,63.48,75.040001
2069,62.369999,73.5
2070,62.41,72.889999
2071,64.18,74
2072,64.07,73.699997
2073,63.080002,72.809998
2074,63.810001,74.610001
2075,62.549999,73.220001
2076,63.869999,75.019997
2077,64.309998,74.870003
2078,66.129997,76.019997
2079,65.800003,74.870003
2080,66.529999,74.870003
2081,68.279999,77.07
2082,68.5,77.43
2083,68.209999,77.220001
2084,68.169998,77.839996
2085,68.059998,78.540001
2086,68.769997,78.330002
2087,70.379997,79.220001
2088,70.980003,79.419998
2089,70.650002,79
2090,71.099998,79.57
2091,71.080002,78.349998
2092,71.120003,79.5
2093,70.300003,80.860001
2094,69.760002,77.790001
2095,69.900002,77.75
2096,69.050003,76.949997
2097,69.18,76.800003
2098,69.610001,76.540001
2099,69.839996,76.900002
2100,69.730003,77.739998
2101,70.029999,78.089996
2102,71.709999,79.93
2103,71.029999,81.720001
2104,71.989998,81.279999
2105,72.139999,81.830002
2106,72.650002,81.790001
2107,72.419998,82.019997
2108,73.330002,81.879997
2109,72.629997,81.300003
2110,73.639999,82.279999
2111,72.669998,81.639999
2112,70.900002,82.150002
2113,69.720001,80.269997
2114,68.169998,78.709999
2115,67.32,78.419998
2116,69.550003,81.5
2117,69.580002,81.239998
2118,69.699997,81.830002
2119,69.300003,80.970001
2120,68.800003,80.68
2121,69.129997,82.059998
2122,70.089996,82.879997
2123,69.940002,83.599998
2124,70.389999,83.099998
2125,68.860001,82.419998
2126,68.519997,81.510002
2127,69.169998,81.889999
2128,67.239998,80.660004
2129,67.599998,80.82
2130,67.5,80.699997
2131,67.059998,80.449997
2132,66.43,79.690002
2133,69.360001,81.379997
2134,67.300003,79.739998
2135,68.25,80.639999
2136,69.099998,81.709999
2137,69.25,81.970001
2138,69.230003,82.730003
2139,68.400002,81.760002
2140,68.889999,82.239998
2141,69.07,82.309998
2142,69.459999,82.330002
2143,70.809998,82.900002
2144,71.290001,83.660004
2145,69.269997,82.589996
2146,69.459999,82.690002
2147,70,83.309998
2148,69.07,82.489998
2149,68.769997,82.309998
2150,68.900002,82.220001
2151,69.169998,82.010002
2152,69.529999,81.400002
2153,69.400002,81.400002
2154,70.209999,83.010002
2155,70.339996,83.589996
2156,67.760002,84.239998
2157,68.029999,81.919998
2158,68.25,81.739998
2159,68.370003,81.510002
2160,67.519997,80.389999
2161,66.139999,79.910004
2162,66.32,80.199997
2163,66.190002,80.18
2164,66.900002,81.269997
2165,67.230003,80.730003
2166,65.730003,80.32
2167,64.870003,79.419998
2168,64.120003,78.559998
2169,63.689999,78.309998
2170,62.23,76.940002
2171,62.869999,78
2172,63.189999,78.260002
2173,63.880001,78.809998
2174,64.279999,78.830002
2175,65.029999,79.959999
2176,64.879997,79.080002
2177,65.610001,79.620003
2178,66.050003,80.400002
2179,65.75,80.279999
2180,66.269997,80.860001
2181,66.32,80.510002
2182,65.230003,80.169998
2183,65.260002,80.290001
2184,64.989998,81.360001
2185,63.68,80.459999
2186,63.360001,81.830002
2187,62.959999,81.709999
2188,63.919998,82.860001
2189,64.370003,83.129997
2190,64.720001,82.32
2191,64.480003,82.919998
2192,64.779999,83.410004
2193,66.019997,83.629997
2194,66.260002,84.629997
2195,66.82,84.82
2196,67.279999,85.169998
2197,68.169998,86.599998
2198,69.599998,86.5
2199,68.900002,85.779999
2200,68.739998,85.769997
2201,68.139999,85.019997
2202,69.32,85.809998
2203,69.07,86.459999
2204,69.480003,86.150002
2205,69.230003,85.580002
2206,68.349998,85.339996
2207,67.68,86.129997
2208,68.309998,86.510002
2209,66.93,84.519997
2210,65.419998,81.599998
2211,65.260002,81.379997
2212,65.410004,80.82
2213,66,81.199997
2214,65.169998,81.5
2215,64.699997,81.849998
2216,65.529999,81.970001
2217,64.900002,81.150002
2218,63.110001,79.839996
2219,61.349998,77.620003
2220,61.939999,78.309998
2221,61.91,77.529999
2222,61.25,77.050003
2223,62.580002,78.779999
2224,63.189999,79.68
2225,63.130001,80.669998
2226,62.25,81.949997
2227,63.389999,81.639999
2228,63.450001,81.989998
2229,64.120003,83.029999
2230,62.77,81.709999
2231,63,80.870003
2232,62.16,79.830002
2233,60.720001,78
2234,61.34,77.389999
2235,61.66,78.190002
2236,62.02,78.959999
2237,61.68,79.220001
2238,59.959999,76.970001
2239,61.639999,77.559998
2240,58.98,75.489998
2241,60.349998,76.980003
2242,59.75,77.050003
2243,60.720001,78.449997
2244,60.599998,79.059998
2245,60.400002,79.5
2246,61.84,81.220001
2247,60.689999,79.43
2248,59.189999,78.389999
2249,59.310001,77.639999
2250,58.849998,76.540001
2251,58.490002,76.68
2252,58.98,76.019997
2253,59.23,76.980003
2254,58.23,75.580002
2255,57.709999,74.040001
2256,57.009998,72
2257,56.900002,70.779999
2258,56.43,68.629997
2259,56.68,68.120003
2260,55.459999,65.510002
2261,57.700001,68.639999
2262,57.799999,68.940002
2263,58.110001,68.169998
2264,58.27,68.190002
